RUN	computerdatabase.TesteSicredi	testesicredi	1547956279784	0	3.0.2
USER	Teste Stress Avaliação Sicredi	348	START	1547956283040	1547956283040
USER	Teste Stress Avaliação Sicredi	349	START	1547956283043	1547956283043
USER	Teste Stress Avaliação Sicredi	350	START	1547956283044	1547956283044
USER	Teste Stress Avaliação Sicredi	351	START	1547956283046	1547956283046
USER	Teste Stress Avaliação Sicredi	352	START	1547956283049	1547956283049
USER	Teste Stress Avaliação Sicredi	353	START	1547956283056	1547956283056
USER	Teste Stress Avaliação Sicredi	354	START	1547956283058	1547956283058
USER	Teste Stress Avaliação Sicredi	355	START	1547956283061	1547956283061
USER	Teste Stress Avaliação Sicredi	356	START	1547956283068	1547956283068
USER	Teste Stress Avaliação Sicredi	357	START	1547956283071	1547956283071
USER	Teste Stress Avaliação Sicredi	358	START	1547956283074	1547956283074
USER	Teste Stress Avaliação Sicredi	359	START	1547956283083	1547956283083
USER	Teste Stress Avaliação Sicredi	360	START	1547956283085	1547956283085
REQUEST	244		Contar Votos	1547956282495	1547956283090	OK	 
REQUEST	245		Contar Votos	1547956282497	1547956283109	OK	 
REQUEST	246		Contar Votos	1547956282498	1547956283110	OK	 
REQUEST	247		Contar Votos	1547956282500	1547956283110	OK	 
REQUEST	249		Contar Votos	1547956282513	1547956283111	OK	 
REQUEST	248		Contar Votos	1547956282511	1547956283111	OK	 
REQUEST	250		Contar Votos	1547956282513	1547956283115	OK	 
REQUEST	251		Contar Votos	1547956282515	1547956283120	OK	 
REQUEST	24		Contar Votos	1547956281674	1547956283123	OK	 
REQUEST	221		Contar Votos	1547956282443	1547956283124	OK	 
USER	Teste Stress Avaliação Sicredi	361	START	1547956283086	1547956283086
USER	Teste Stress Avaliação Sicredi	362	START	1547956283129	1547956283129
USER	Teste Stress Avaliação Sicredi	363	START	1547956283132	1547956283132
USER	Teste Stress Avaliação Sicredi	364	START	1547956283133	1547956283133
USER	Teste Stress Avaliação Sicredi	365	START	1547956283134	1547956283134
USER	Teste Stress Avaliação Sicredi	366	START	1547956283136	1547956283136
USER	Teste Stress Avaliação Sicredi	367	START	1547956283140	1547956283140
USER	Teste Stress Avaliação Sicredi	368	START	1547956283150	1547956283150
USER	Teste Stress Avaliação Sicredi	369	START	1547956283153	1547956283153
USER	Teste Stress Avaliação Sicredi	370	START	1547956283154	1547956283154
USER	Teste Stress Avaliação Sicredi	371	START	1547956283158	1547956283158
USER	Teste Stress Avaliação Sicredi	372	START	1547956283160	1547956283160
USER	Teste Stress Avaliação Sicredi	373	START	1547956283163	1547956283163
REQUEST	222		Contar Votos	1547956282444	1547956283168	OK	 
REQUEST	40		Contar Votos	1547956281706	1547956283170	OK	 
REQUEST	256		Contar Votos	1547956282652	1547956283173	OK	 
REQUEST	255		Contar Votos	1547956282649	1547956283174	OK	 
REQUEST	38		Contar Votos	1547956281699	1547956283178	OK	 
REQUEST	258		Contar Votos	1547956282658	1547956283180	OK	 
REQUEST	227		Contar Votos	1547956282465	1547956283183	OK	 
REQUEST	259		Contar Votos	1547956282659	1547956283185	OK	 
REQUEST	34		Contar Votos	1547956281691	1547956283190	OK	 
USER	Teste Stress Avaliação Sicredi	374	START	1547956283166	1547956283166
USER	Teste Stress Avaliação Sicredi	375	START	1547956283193	1547956283193
REQUEST	261		Contar Votos	1547956282662	1547956283197	OK	 
REQUEST	264		Contar Votos	1547956282667	1547956283209	OK	 
REQUEST	265		Contar Votos	1547956282667	1547956283209	OK	 
REQUEST	266		Contar Votos	1547956282669	1547956283210	OK	 
REQUEST	267		Contar Votos	1547956282671	1547956283212	OK	 
REQUEST	226		Contar Votos	1547956282463	1547956283215	OK	 
REQUEST	21		Contar Votos	1547956281670	1547956283216	OK	 
REQUEST	60		Contar Votos	1547956281781	1547956283220	OK	 
REQUEST	269		Contar Votos	1547956282675	1547956283222	OK	 
USER	Teste Stress Avaliação Sicredi	376	START	1547956283195	1547956283195
USER	Teste Stress Avaliação Sicredi	377	START	1547956283227	1547956283227
USER	Teste Stress Avaliação Sicredi	378	START	1547956283228	1547956283228
USER	Teste Stress Avaliação Sicredi	379	START	1547956283230	1547956283230
USER	Teste Stress Avaliação Sicredi	380	START	1547956283234	1547956283234
USER	Teste Stress Avaliação Sicredi	381	START	1547956283236	1547956283236
USER	Teste Stress Avaliação Sicredi	382	START	1547956283240	1547956283240
USER	Teste Stress Avaliação Sicredi	383	START	1547956283243	1547956283243
USER	Teste Stress Avaliação Sicredi	384	START	1547956283246	1547956283246
USER	Teste Stress Avaliação Sicredi	385	START	1547956283250	1547956283250
USER	Teste Stress Avaliação Sicredi	386	START	1547956283258	1547956283258
USER	Teste Stress Avaliação Sicredi	387	START	1547956283261	1547956283261
USER	Teste Stress Avaliação Sicredi	388	START	1547956283263	1547956283263
USER	Teste Stress Avaliação Sicredi	389	START	1547956283266	1547956283266
USER	Teste Stress Avaliação Sicredi	390	START	1547956283270	1547956283270
REQUEST	215		Contar Votos	1547956282429	1547956283276	OK	 
REQUEST	240		Contar Votos	1547956282490	1547956283279	OK	 
REQUEST	273		Contar Votos	1547956282681	1547956283281	OK	 
REQUEST	74		Contar Votos	1547956281801	1547956283285	OK	 
REQUEST	219		Contar Votos	1547956282440	1547956283287	OK	 
REQUEST	276		Contar Votos	1547956282686	1547956283289	OK	 
REQUEST	277		Contar Votos	1547956282689	1547956283293	OK	 
REQUEST	278		Contar Votos	1547956282691	1547956283294	OK	 
USER	Teste Stress Avaliação Sicredi	391	START	1547956283272	1547956283272
USER	Teste Stress Avaliação Sicredi	392	START	1547956283300	1547956283300
USER	Teste Stress Avaliação Sicredi	393	START	1547956283302	1547956283302
USER	Teste Stress Avaliação Sicredi	394	START	1547956283304	1547956283304
USER	Teste Stress Avaliação Sicredi	395	START	1547956283308	1547956283308
USER	Teste Stress Avaliação Sicredi	396	START	1547956283308	1547956283308
USER	Teste Stress Avaliação Sicredi	397	START	1547956283313	1547956283313
USER	Teste Stress Avaliação Sicredi	398	START	1547956283314	1547956283314
USER	Teste Stress Avaliação Sicredi	399	START	1547956283317	1547956283317
USER	Teste Stress Avaliação Sicredi	400	START	1547956283318	1547956283318
USER	Teste Stress Avaliação Sicredi	401	START	1547956283320	1547956283320
USER	Teste Stress Avaliação Sicredi	402	START	1547956283320	1547956283320
USER	Teste Stress Avaliação Sicredi	403	START	1547956283321	1547956283321
USER	Teste Stress Avaliação Sicredi	404	START	1547956283323	1547956283323
USER	Teste Stress Avaliação Sicredi	405	START	1547956283325	1547956283325
USER	Teste Stress Avaliação Sicredi	406	START	1547956283326	1547956283326
USER	Teste Stress Avaliação Sicredi	407	START	1547956283327	1547956283327
USER	Teste Stress Avaliação Sicredi	408	START	1547956283328	1547956283328
USER	Teste Stress Avaliação Sicredi	409	START	1547956283331	1547956283331
USER	Teste Stress Avaliação Sicredi	410	START	1547956283334	1547956283334
USER	Teste Stress Avaliação Sicredi	411	START	1547956283336	1547956283336
USER	Teste Stress Avaliação Sicredi	412	START	1547956283340	1547956283340
USER	Teste Stress Avaliação Sicredi	413	START	1547956283342	1547956283342
USER	Teste Stress Avaliação Sicredi	414	START	1547956283346	1547956283346
USER	Teste Stress Avaliação Sicredi	415	START	1547956283347	1547956283347
USER	Teste Stress Avaliação Sicredi	416	START	1547956283348	1547956283348
USER	Teste Stress Avaliação Sicredi	417	START	1547956283350	1547956283350
USER	Teste Stress Avaliação Sicredi	418	START	1547956283351	1547956283351
USER	Teste Stress Avaliação Sicredi	419	START	1547956283353	1547956283353
USER	Teste Stress Avaliação Sicredi	420	START	1547956283354	1547956283354
USER	Teste Stress Avaliação Sicredi	421	START	1547956283357	1547956283357
USER	Teste Stress Avaliação Sicredi	422	START	1547956283357	1547956283357
USER	Teste Stress Avaliação Sicredi	423	START	1547956283360	1547956283360
USER	Teste Stress Avaliação Sicredi	424	START	1547956283361	1547956283361
USER	Teste Stress Avaliação Sicredi	425	START	1547956283365	1547956283365
USER	Teste Stress Avaliação Sicredi	426	START	1547956283366	1547956283366
USER	Teste Stress Avaliação Sicredi	427	START	1547956283368	1547956283368
USER	Teste Stress Avaliação Sicredi	428	START	1547956283369	1547956283369
USER	Teste Stress Avaliação Sicredi	429	START	1547956283373	1547956283373
USER	Teste Stress Avaliação Sicredi	430	START	1547956283374	1547956283374
USER	Teste Stress Avaliação Sicredi	431	START	1547956283376	1547956283376
USER	Teste Stress Avaliação Sicredi	432	START	1547956283380	1547956283380
USER	Teste Stress Avaliação Sicredi	433	START	1547956283381	1547956283381
REQUEST	62		Contar Votos	1547956281784	1547956283388	OK	 
REQUEST	39		Contar Votos	1547956281704	1547956283391	OK	 
REQUEST	281		Contar Votos	1547956282709	1547956283395	OK	 
REQUEST	42		Contar Votos	1547956281709	1547956283399	OK	 
REQUEST	283		Contar Votos	1547956282716	1547956283400	OK	 
REQUEST	285		Contar Votos	1547956282722	1547956283404	OK	 
REQUEST	284		Contar Votos	1547956282719	1547956283408	OK	 
REQUEST	282		Contar Votos	1547956282714	1547956283412	OK	 
USER	Teste Stress Avaliação Sicredi	434	START	1547956283384	1547956283384
REQUEST	257		Contar Votos	1547956282655	1547956283421	OK	 
REQUEST	260		Contar Votos	1547956282661	1547956283421	OK	 
REQUEST	262		Contar Votos	1547956282664	1547956283425	OK	 
REQUEST	289		Contar Votos	1547956282735	1547956283429	OK	 
REQUEST	290		Contar Votos	1547956282737	1547956283430	OK	 
REQUEST	293		Contar Votos	1547956282789	1547956283436	OK	 
REQUEST	300		Contar Votos	1547956282821	1547956283474	OK	 
USER	Teste Stress Avaliação Sicredi	435	START	1547956283417	1547956283417
REQUEST	294		Contar Votos	1547956282790	1547956283475	OK	 
REQUEST	71		Contar Votos	1547956281796	1547956283476	OK	 
REQUEST	58		Contar Votos	1547956281776	1547956283479	OK	 
REQUEST	274		Contar Votos	1547956282683	1547956283483	OK	 
USER	Teste Stress Avaliação Sicredi	436	START	1547956283475	1547956283475
REQUEST	78		Contar Votos	1547956281807	1547956283507	OK	 
REQUEST	93		Contar Votos	1547956281889	1547956283474	OK	 
REQUEST	125		Contar Votos	1547956282008	1547956283509	OK	 
REQUEST	308		Contar Votos	1547956282848	1547956283497	OK	 
REQUEST	303		Contar Votos	1547956282824	1547956283476	OK	 
REQUEST	65		Contar Votos	1547956281790	1547956283513	OK	 
REQUEST	302		Contar Votos	1547956282824	1547956283508	OK	 
REQUEST	291		Contar Votos	1547956282779	1547956283478	OK	 
REQUEST	27		Contar Votos	1547956281679	1547956283518	OK	 
REQUEST	115		Contar Votos	1547956281976	1547956283518	OK	 
USER	Teste Stress Avaliação Sicredi	437	START	1547956283508	1547956283508
USER	Teste Stress Avaliação Sicredi	438	START	1547956283540	1547956283540
USER	Teste Stress Avaliação Sicredi	439	START	1547956283541	1547956283541
USER	Teste Stress Avaliação Sicredi	440	START	1547956283541	1547956283541
REQUEST	73		Contar Votos	1547956281800	1547956283544	OK	 
USER	Teste Stress Avaliação Sicredi	441	START	1547956283543	1547956283543
REQUEST	301		Contar Votos	1547956282823	1547956283510	OK	 
USER	Teste Stress Avaliação Sicredi	442	START	1547956283546	1547956283546
REQUEST	109		Contar Votos	1547956281955	1547956283547	OK	 
USER	Teste Stress Avaliação Sicredi	443	START	1547956283547	1547956283547
USER	Teste Stress Avaliação Sicredi	444	START	1547956283548	1547956283548
USER	Teste Stress Avaliação Sicredi	445	START	1547956283548	1547956283548
USER	Teste Stress Avaliação Sicredi	446	START	1547956283549	1547956283549
REQUEST	120		Contar Votos	1547956281995	1547956283629	OK	 
REQUEST	89		Contar Votos	1547956281870	1547956283630	OK	 
USER	Teste Stress Avaliação Sicredi	447	START	1547956283550	1547956283550
USER	Teste Stress Avaliação Sicredi	448	START	1547956283633	1547956283633
USER	Teste Stress Avaliação Sicredi	449	START	1547956283634	1547956283634
USER	Teste Stress Avaliação Sicredi	450	START	1547956283634	1547956283634
USER	Teste Stress Avaliação Sicredi	451	START	1547956283635	1547956283635
USER	Teste Stress Avaliação Sicredi	452	START	1547956283635	1547956283635
USER	Teste Stress Avaliação Sicredi	453	START	1547956283636	1547956283636
USER	Teste Stress Avaliação Sicredi	454	START	1547956283636	1547956283636
USER	Teste Stress Avaliação Sicredi	455	START	1547956283637	1547956283637
USER	Teste Stress Avaliação Sicredi	456	START	1547956283637	1547956283637
USER	Teste Stress Avaliação Sicredi	457	START	1547956283638	1547956283638
USER	Teste Stress Avaliação Sicredi	458	START	1547956283638	1547956283638
USER	Teste Stress Avaliação Sicredi	459	START	1547956283639	1547956283639
USER	Teste Stress Avaliação Sicredi	460	START	1547956283640	1547956283640
USER	Teste Stress Avaliação Sicredi	461	START	1547956283640	1547956283640
USER	Teste Stress Avaliação Sicredi	462	START	1547956283641	1547956283641
USER	Teste Stress Avaliação Sicredi	463	START	1547956283641	1547956283641
USER	Teste Stress Avaliação Sicredi	464	START	1547956283642	1547956283642
USER	Teste Stress Avaliação Sicredi	465	START	1547956283642	1547956283642
USER	Teste Stress Avaliação Sicredi	466	START	1547956283643	1547956283643
USER	Teste Stress Avaliação Sicredi	467	START	1547956283643	1547956283643
USER	Teste Stress Avaliação Sicredi	468	START	1547956283644	1547956283644
USER	Teste Stress Avaliação Sicredi	469	START	1547956283644	1547956283644
USER	Teste Stress Avaliação Sicredi	470	START	1547956283645	1547956283645
USER	Teste Stress Avaliação Sicredi	471	START	1547956283646	1547956283646
USER	Teste Stress Avaliação Sicredi	472	START	1547956283646	1547956283646
USER	Teste Stress Avaliação Sicredi	473	START	1547956283647	1547956283647
USER	Teste Stress Avaliação Sicredi	474	START	1547956283647	1547956283647
USER	Teste Stress Avaliação Sicredi	475	START	1547956283648	1547956283648
USER	Teste Stress Avaliação Sicredi	476	START	1547956283648	1547956283648
USER	Teste Stress Avaliação Sicredi	477	START	1547956283649	1547956283649
USER	Teste Stress Avaliação Sicredi	478	START	1547956283649	1547956283649
USER	Teste Stress Avaliação Sicredi	479	START	1547956283649	1547956283649
USER	Teste Stress Avaliação Sicredi	480	START	1547956283650	1547956283650
USER	Teste Stress Avaliação Sicredi	481	START	1547956283651	1547956283651
USER	Teste Stress Avaliação Sicredi	482	START	1547956283652	1547956283652
USER	Teste Stress Avaliação Sicredi	483	START	1547956283652	1547956283652
USER	Teste Stress Avaliação Sicredi	484	START	1547956283653	1547956283653
USER	Teste Stress Avaliação Sicredi	485	START	1547956283653	1547956283653
USER	Teste Stress Avaliação Sicredi	486	START	1547956283653	1547956283653
USER	Teste Stress Avaliação Sicredi	487	START	1547956283654	1547956283654
USER	Teste Stress Avaliação Sicredi	488	START	1547956283654	1547956283654
USER	Teste Stress Avaliação Sicredi	489	START	1547956283655	1547956283655
USER	Teste Stress Avaliação Sicredi	490	START	1547956283655	1547956283655
USER	Teste Stress Avaliação Sicredi	491	START	1547956283656	1547956283656
USER	Teste Stress Avaliação Sicredi	492	START	1547956283656	1547956283656
USER	Teste Stress Avaliação Sicredi	493	START	1547956283656	1547956283656
USER	Teste Stress Avaliação Sicredi	494	START	1547956283657	1547956283657
USER	Teste Stress Avaliação Sicredi	495	START	1547956283657	1547956283657
USER	Teste Stress Avaliação Sicredi	496	START	1547956283658	1547956283658
USER	Teste Stress Avaliação Sicredi	497	START	1547956283658	1547956283658
USER	Teste Stress Avaliação Sicredi	498	START	1547956283659	1547956283659
USER	Teste Stress Avaliação Sicredi	499	START	1547956283659	1547956283659
USER	Teste Stress Avaliação Sicredi	500	START	1547956283660	1547956283660
REQUEST	310		Contar Votos	1547956282853	1547956283515	OK	 
REQUEST	299		Contar Votos	1547956282820	1547956283519	OK	 
REQUEST	118		Contar Votos	1547956281988	1547956283677	OK	 
REQUEST	286		Contar Votos	1547956282726	1547956283677	OK	 
REQUEST	316		Contar Votos	1547956282879	1547956283527	OK	 
REQUEST	124		Contar Votos	1547956282005	1547956283685	OK	 
REQUEST	140		Contar Votos	1547956282211	1547956283686	OK	 
REQUEST	314		Contar Votos	1547956282862	1547956283540	OK	 
REQUEST	309		Contar Votos	1547956282850	1547956283548	OK	 
REQUEST	114		Contar Votos	1547956281972	1547956283697	OK	 
REQUEST	307		Contar Votos	1547956282828	1547956283665	OK	 
REQUEST	91		Contar Votos	1547956281881	1547956283854	OK	 
REQUEST	107		Contar Votos	1547956281928	1547956283854	OK	 
REQUEST	315		Contar Votos	1547956282868	1547956283861	OK	 
REQUEST	323		Contar Votos	1547956282898	1547956283862	OK	 
REQUEST	331		Contar Votos	1547956282979	1547956283862	OK	 
REQUEST	339		Contar Votos	1547956283006	1547956283863	OK	 
REQUEST	355		Contar Votos	1547956283061	1547956283863	OK	 
REQUEST	363		Contar Votos	1547956283132	1547956283864	OK	 
REQUEST	387		Contar Votos	1547956283261	1547956283865	OK	 
REQUEST	403		Contar Votos	1547956283323	1547956283865	OK	 
REQUEST	318		Contar Votos	1547956282891	1547956283678	OK	 
REQUEST	326		Contar Votos	1547956282902	1547956283867	OK	 
REQUEST	334		Contar Votos	1547956282989	1547956283867	OK	 
REQUEST	342		Contar Votos	1547956283027	1547956283868	OK	 
REQUEST	350		Contar Votos	1547956283045	1547956283868	OK	 
REQUEST	358		Contar Votos	1547956283080	1547956283869	OK	 
REQUEST	166		Contar Votos	1547956282293	1547956283872	OK	 
REQUEST	374		Contar Votos	1547956283192	1547956283873	OK	 
REQUEST	382		Contar Votos	1547956283241	1547956283874	OK	 
REQUEST	390		Contar Votos	1547956283271	1547956283874	OK	 
REQUEST	398		Contar Votos	1547956283314	1547956283875	OK	 
REQUEST	406		Contar Votos	1547956283327	1547956283875	OK	 
REQUEST	292		Contar Votos	1547956282779	1547956283686	OK	 
REQUEST	332		Contar Votos	1547956282982	1547956283877	OK	 
REQUEST	340		Contar Votos	1547956283012	1547956283877	OK	 
REQUEST	348		Contar Votos	1547956283041	1547956283878	OK	 
REQUEST	356		Contar Votos	1547956283068	1547956283878	OK	 
REQUEST	364		Contar Votos	1547956283134	1547956283882	OK	 
REQUEST	372		Contar Votos	1547956283161	1547956283883	OK	 
REQUEST	380		Contar Votos	1547956283234	1547956283883	OK	 
REQUEST	388		Contar Votos	1547956283264	1547956283883	OK	 
REQUEST	404		Contar Votos	1547956283324	1547956283884	OK	 
REQUEST	317		Contar Votos	1547956282888	1547956283697	OK	 
REQUEST	322		Contar Votos	1547956282897	1547956283697	OK	 
REQUEST	338		Contar Votos	1547956283003	1547956283889	OK	 
REQUEST	354		Contar Votos	1547956283059	1547956283890	OK	 
REQUEST	85		Contar Votos	1547956281852	1547956283893	OK	 
REQUEST	197		Contar Votos	1547956282384	1547956283895	OK	 
REQUEST	50		Contar Votos	1547956281753	1547956283896	OK	 
REQUEST	325		Contar Votos	1547956282900	1547956283895	OK	 
REQUEST	370		Contar Votos	1547956283156	1547956283897	OK	 
REQUEST	333		Contar Votos	1547956282985	1547956283897	OK	 
REQUEST	341		Contar Votos	1547956283021	1547956283897	OK	 
REQUEST	357		Contar Votos	1547956283072	1547956283898	OK	 
REQUEST	365		Contar Votos	1547956283135	1547956283900	OK	 
REQUEST	373		Contar Votos	1547956283164	1547956283900	OK	 
REQUEST	378		Contar Votos	1547956283230	1547956283900	OK	 
REQUEST	381		Contar Votos	1547956283238	1547956283901	OK	 
REQUEST	386		Contar Votos	1547956283259	1547956283901	OK	 
REQUEST	389		Contar Votos	1547956283266	1547956283901	OK	 
REQUEST	397		Contar Votos	1547956283314	1547956283901	OK	 
REQUEST	405		Contar Votos	1547956283325	1547956283901	OK	 
REQUEST	329		Contar Votos	1547956282936	1547956283633	OK	 
REQUEST	319		Contar Votos	1547956282892	1547956283630	OK	 
REQUEST	320		Contar Votos	1547956282894	1547956283630	OK	 
REQUEST	336		Contar Votos	1547956282995	1547956283908	OK	 
REQUEST	344		Contar Votos	1547956283032	1547956283909	OK	 
REQUEST	352		Contar Votos	1547956283050	1547956283910	OK	 
REQUEST	185		Contar Votos	1547956282347	1547956283916	OK	 
REQUEST	297		Contar Votos	1547956282818	1547956283917	OK	 
REQUEST	144		Contar Votos	1547956282220	1547956283917	OK	 
REQUEST	360		Contar Votos	1547956283086	1547956283918	OK	 
REQUEST	95		Contar Votos	1547956281892	1547956283918	OK	 
REQUEST	353		Contar Votos	1547956283058	1547956283919	OK	 
REQUEST	311		Contar Votos	1547956282857	1547956283919	OK	 
REQUEST	369		Contar Votos	1547956283153	1547956283919	OK	 
REQUEST	385		Contar Votos	1547956283250	1547956283919	OK	 
REQUEST	327		Contar Votos	1547956282913	1547956283920	OK	 
REQUEST	393		Contar Votos	1547956283303	1547956283920	OK	 
REQUEST	335		Contar Votos	1547956282992	1547956283920	OK	 
REQUEST	401		Contar Votos	1547956283320	1547956283920	OK	 
REQUEST	343		Contar Votos	1547956283030	1547956283920	OK	 
REQUEST	409		Contar Votos	1547956283332	1547956283920	OK	 
REQUEST	351		Contar Votos	1547956283047	1547956283921	OK	 
REQUEST	359		Contar Votos	1547956283083	1547956283921	OK	 
REQUEST	367		Contar Votos	1547956283141	1547956283921	OK	 
REQUEST	383		Contar Votos	1547956283244	1547956283922	OK	 
REQUEST	391		Contar Votos	1547956283297	1547956283923	OK	 
REQUEST	399		Contar Votos	1547956283317	1547956283923	OK	 
REQUEST	368		Contar Votos	1547956283151	1547956283924	OK	 
REQUEST	407		Contar Votos	1547956283328	1547956283924	OK	 
REQUEST	376		Contar Votos	1547956283226	1547956283924	OK	 
REQUEST	384		Contar Votos	1547956283247	1547956283924	OK	 
REQUEST	392		Contar Votos	1547956283301	1547956283925	OK	 
REQUEST	400		Contar Votos	1547956283318	1547956283926	OK	 
REQUEST	408		Contar Votos	1547956283329	1547956283927	OK	 
REQUEST	198		Contar Votos	1547956282387	1547956283935	OK	 
REQUEST	305		Contar Votos	1547956282826	1547956283937	OK	 
REQUEST	337		Contar Votos	1547956282998	1547956283938	OK	 
REQUEST	414		Contar Votos	1547956283346	1547956283942	OK	 
REQUEST	349		Contar Votos	1547956283044	1547956283946	OK	 
REQUEST	205		Contar Votos	1547956282412	1547956283947	OK	 
REQUEST	345		Contar Votos	1547956283034	1547956283950	OK	 
REQUEST	131		Contar Votos	1547956282176	1547956283951	OK	 
REQUEST	415		Contar Votos	1547956283348	1547956283953	OK	 
REQUEST	210		Contar Votos	1547956282421	1547956283963	OK	 
REQUEST	421		Contar Votos	1547956283357	1547956283964	OK	 
REQUEST	422		Contar Votos	1547956283358	1547956283966	OK	 
REQUEST	423		Contar Votos	1547956283360	1547956283972	OK	 
REQUEST	424		Contar Votos	1547956283362	1547956283973	OK	 
REQUEST	425		Contar Votos	1547956283365	1547956283974	OK	 
REQUEST	426		Contar Votos	1547956283367	1547956283978	OK	 
REQUEST	427		Contar Votos	1547956283369	1547956283979	OK	 
REQUEST	428		Contar Votos	1547956283371	1547956283983	OK	 
REQUEST	429		Contar Votos	1547956283374	1547956283986	OK	 
REQUEST	430		Contar Votos	1547956283376	1547956283991	OK	 
REQUEST	431		Contar Votos	1547956283378	1547956283995	OK	 
REQUEST	148		Contar Votos	1547956282231	1547956283999	OK	 
REQUEST	433		Contar Votos	1547956283382	1547956284004	OK	 
REQUEST	432		Contar Votos	1547956283381	1547956284007	OK	 
REQUEST	434		Contar Votos	1547956283415	1547956284008	OK	 
REQUEST	435		Contar Votos	1547956283418	1547956284011	OK	 
REQUEST	157		Contar Votos	1547956282255	1547956284017	OK	 
REQUEST	160		Contar Votos	1547956282268	1547956284019	OK	 
REQUEST	441		Contar Votos	1547956283544	1547956284022	OK	 
REQUEST	440		Contar Votos	1547956283542	1547956284024	OK	 
REQUEST	443		Contar Votos	1547956283548	1547956284027	OK	 
REQUEST	451		Contar Votos	1547956283635	1547956284031	OK	 
REQUEST	459		Contar Votos	1547956283639	1547956284037	OK	 
REQUEST	483		Contar Votos	1547956283653	1547956284050	OK	 
REQUEST	491		Contar Votos	1547956283656	1547956284051	OK	 
REQUEST	499		Contar Votos	1547956283660	1547956284052	OK	 
REQUEST	70		Contar Votos	1547956281794	1547956284047	OK	 
REQUEST	168		Contar Votos	1547956282301	1547956284095	OK	 
REQUEST	76		Contar Votos	1547956281803	1547956284097	OK	 
REQUEST	438		Contar Votos	1547956283541	1547956284101	OK	 
REQUEST	446		Contar Votos	1547956283549	1547956284104	OK	 
REQUEST	68		Contar Votos	1547956281792	1547956284107	OK	 
REQUEST	462		Contar Votos	1547956283641	1547956284110	OK	 
REQUEST	470		Contar Votos	1547956283646	1547956284118	OK	 
REQUEST	188		Contar Votos	1547956282354	1547956284129	OK	 
REQUEST	11		Incluir Pauta	1547956283864	1547956284135	OK	 
REQUEST	478		Contar Votos	1547956283649	1547956284138	OK	 
REQUEST	486		Contar Votos	1547956283654	1547956284142	OK	 
REQUEST	494		Contar Votos	1547956283657	1547956284144	OK	 
REQUEST	190		Contar Votos	1547956282360	1547956284147	OK	 
REQUEST	6		Incluir Pauta	1547956283872	1547956284152	OK	 
REQUEST	410		Contar Votos	1547956283334	1547956284156	OK	 
REQUEST	211		Contar Votos	1547956282423	1547956284157	OK	 
REQUEST	468		Contar Votos	1547956283644	1547956284159	OK	 
REQUEST	476		Contar Votos	1547956283648	1547956284163	OK	 
REQUEST	51		Contar Votos	1547956281759	1547956284164	OK	 
REQUEST	492		Contar Votos	1547956283656	1547956284167	OK	 
REQUEST	484		Contar Votos	1547956283653	1547956284169	OK	 
REQUEST	12		Incluir Pauta	1547956283868	1547956284175	OK	 
REQUEST	419		Contar Votos	1547956283354	1547956284178	OK	 
REQUEST	213		Contar Votos	1547956282426	1547956284182	OK	 
REQUEST	418		Contar Votos	1547956283352	1547956284189	OK	 
REQUEST	5		Incluir Pauta	1547956283869	1547956284189	OK	 
REQUEST	442		Contar Votos	1547956283547	1547956284193	OK	 
REQUEST	450		Contar Votos	1547956283635	1547956284201	OK	 
REQUEST	420		Contar Votos	1547956283355	1547956284204	OK	 
REQUEST	436		Contar Votos	1547956283507	1547956284205	OK	 
REQUEST	482		Contar Votos	1547956283652	1547956284209	OK	 
REQUEST	490		Contar Votos	1547956283656	1547956284213	OK	 
REQUEST	474		Contar Votos	1547956283648	1547956284214	OK	 
REQUEST	498		Contar Votos	1547956283659	1547956284216	OK	 
REQUEST	23		Contar Votos	1547956281673	1547956284220	OK	 
REQUEST	2		Incluir Pauta	1547956283859	1547956284233	OK	 
REQUEST	445		Contar Votos	1547956283549	1547956284234	OK	 
REQUEST	453		Contar Votos	1547956283636	1547956284235	OK	 
REQUEST	461		Contar Votos	1547956283640	1547956284239	OK	 
REQUEST	469		Contar Votos	1547956283645	1547956284253	OK	 
REQUEST	477		Contar Votos	1547956283649	1547956284254	OK	 
REQUEST	485		Contar Votos	1547956283653	1547956284254	OK	 
REQUEST	493		Contar Votos	1547956283657	1547956284254	OK	 
REQUEST	1		Incluir Pauta	1547956283855	1547956284261	OK	 
REQUEST	475		Contar Votos	1547956283648	1547956284264	OK	 
REQUEST	9		Incluir Pauta	1547956283862	1547956284270	OK	 
REQUEST	8		Incluir Pauta	1547956283854	1547956284277	OK	 
REQUEST	16		Incluir Pauta	1547956283855	1547956284284	OK	 
REQUEST	449		Contar Votos	1547956283634	1547956284288	OK	 
REQUEST	457		Contar Votos	1547956283638	1547956284293	OK	 
REQUEST	229		Contar Votos	1547956282471	1547956284298	OK	 
REQUEST	454		Contar Votos	1547956283637	1547956284306	OK	 
REQUEST	106		Contar Votos	1547956281927	1547956284310	OK	 
REQUEST	444		Contar Votos	1547956283548	1547956284310	OK	 
REQUEST	489		Contar Votos	1547956283655	1547956284314	OK	 
REQUEST	497		Contar Votos	1547956283659	1547956284315	OK	 
REQUEST	447		Contar Votos	1547956283633	1547956284317	OK	 
REQUEST	455		Contar Votos	1547956283637	1547956284318	OK	 
REQUEST	463		Contar Votos	1547956283642	1547956284320	OK	 
